text,label
anyons in multichannel kondo systems,0
$n_pn_n$ scheme and the valence protonneutron interaction,14
chiral superfields in iib supergravity,10
hawking-hayward quasi-local energy under conformal transformations,6
electromagnetic transitions for a=3 nuclear systems,14
scenario of strongly nonequilibrium bose-einstein condensation,7
noncommutative superspace from string theory,10
underground muon physics with the macro experiment,5
search for supersymmetry and leptoquark states at fnal,5
ultra fast nonlinear optical tuning of photonic crystal cavities,12
trinification from superstring toward mssm,3
percolative metal-insulator transition in lamno$_3$,0
supersymmetry and noncommutative geometry part i: supersymmetric almost-commutative geometries,10
measurement induced quantum-classical transition,4
matter-wave interferometry: towards antimatter interferometers,15
supercooled liquids under shear: computational approach,7
supersymmetric custodial triplets,3
properties of subneptune atmospheres: toi-270 system,11
on superpotentials for nonlinear sigma-models with eight supercharges,10
complex systems under stochastic dynamics,17
topological quantum phase transitions of ultracold fermions in optical lattices,0
coherent center domains from local polyakov loops,16
nonequilibrium magnetization dynamics of nickel,4
melting of b12p2 boron subphosphide under pressure,19
enhancement of spin transparency by interfacial alloying,19
supernovae distribution and host galaxy properties,9
adhesion transition of flexible sheets,7
nonequilibrium critical dynamics of a three species monomermonomer model,4
dynamical phase transition of a 1d transport process including death,17
controlled vortex-sound interactions in atomic bose-einstein condensates,4
on the equivalence of nonadiabatic fluids,6
formation and dynamics of transequatorial loops,18
a search for star-planet interactions in chromospheric lines,18
the electroweak phase transition in the minimal supersymmetric standard model,3
super and subradiance of clock atoms in multimode optical waveguides,15
improved measurement of branching fractions for pipi transitions among upsilon(ns)states,5
dark matter in minimal supergravity with type-ii seesaw,3
supersymmetry and noncommutative geometry,10
intertwined quantum phase transitions in the zr chain,14
nonhermitian anderson transport,12
dual superconductivity and vacuum properties in yang--mills theories,16
"hyperons, charm and beauty hadrons: conclusion and outlook",3
the next generation transit survey (ngts),11
elastic and protondissociative rho0 photoproduction at hera,5
quantum transport through single and multilayer icosahedral fullerenes,8
acoustooptic interaction in barium beta-borate crystals,12
time-dependent decoherence-free subspace,15
interacting parametrized postfriedmann method,1
epitaxial ferromagnetic semiconductor gdn thin films on si substrate,19
optical activity in weakly coupled nonorods,12
transit timing variation in exoplanet wasp-3b,11
shocked poststarburst galaxy survey. iii. the ultraviolet properties of spogs,9
search for extra dimensions at hadron colliders,5
parity-affected superconductivity in ultrasmall metallic grains,4
a new model for the extragalactic gamma-ray background,1
transalfvenic motions in the taurus molecular cloud,9
the changing phases of extrasolar planet corot-1b,11
ultraclean high-mobility graphene on technologically relevant substrates,19
percolation of superconductivity,2
non susy searches at tevatron,5
slow dynamics near glass transitions in thin polymer films,7
charm production from protonproton collisions,14
a high-energy density antiferroelectric made by interfacial electrostatic engineering,19
the supersymmetric t-j model with a boundary,4
isu - multigrid for computing propagators,16
tensile strength of 67p/churyumov-gerasimenko nucleus material from overhangs,11
general formulation of transverse hydrodynamics,14
autonomous quantum state transfer by dissipation engineering,15
multiphase long-term autocorrelated diffusion: stationary continuous-time weierstrass walk vs. flight,17
on the supergravitational solitons,6
high sensitivity antineutrino detection by kamland,5
protostellar jets and outflows in low-mass star formation,9
transits of extrasolar moons around luminous giant planets,11
effective lagrangians for bcs superconductors at t=0,4
white dwarf stars as polytropic gas spheres,18
nonreciprocal spin pumping in asymmetric magnetic trilayers,8
is interacting vacuum viable?,6
possibility of superconducting gap increase in heterogeneous superconductors,2
probabilistic quantum multimeters,15
low-eccentricity migration of ultrashort period planets in multiplanet systems,11
topological crystalline semimetals in nonsymmorphic lattices,0
xyz radiative transitions at besiii,5
modern trends in superconductivity and superfluidity. selected chapters,2
quantized hermitian superfields,10
topological and trivial magnetic oscillations in nodal loop semimetals,0
noncollinearitymodulated electronic properties of the monolayer cri$_3$,19
triplet superconductivity in a ferromagnetic vortex,2
"exciton, trion and localized exciton in monolayer tungsten disulfide",8
lepton flavor violating nonstandard interactions via light mediators,3
the gamma-ray burst - supernova connection,13
high-energy emission from jet-clump interactions in microquasars,13
antiferromagnetic order in multiband hubbard models for iron-pnictides,0
the asas-sn bright supernova catalog $-$ ii. 2015,13
numerical method for hydrodynamic transport of inhomogeneous polymer melts,7
interaction of a supernova with a circumstellar disk,13
creation of equal-spin triplet superconductivity at the al/eus interface,2
finite length effect on supercurrents between trivial and topological superconductors,8
superoscillating response of a nonlinear system on a harmonic signal,12
structure of brightest cluster galaxies and intracluster light,9
nonlinear realization of supersymmetry and superconformal symmetry,10
collapse and fragmentation of gaussian barotropic protostellar clouds,18
higher moments of primordial nongaussianity and n-body simulations,1
"supercurrent, supervirial and superimprovement",10
energy transduction in periodically driven nonhermitian systems,17
n=1 de sitter supersymmetry algebra,6
interacting domain walls and the five-vertex model,4
ward identities for interacting electronic systems,4
towards the continuum limit in transport coefficient computations,16
"the schr\""odinger functional and nonperturbative improvement",16
statistical signatures of panspermia in exoplanet surveys,11
response evolution of mechanical metamaterials under architectural transformations,7
searches for supersymmetry at the tevatron,5
power-law tails in nonstationary stochastic processes with asymmetrically multiplicative interactions,17
top quark physics: overview,3
warm molecular hydrogen in outflows from ultraluminous infrared galaxies,1
properties of semiconvection and convective overshooting for massive stars,18
mono and bilayer ws2 light-emitting transistors,8
selection rules in minisuperspace quantum cosmology,6
improved interpolating fields for hadrons at nonvanishing momentum,16
the impact of supernovae driven winds on stream-fed protogalaxies,1
transitions toward quantum chaos: with supersymmetry from poisson to gauss,4
mining circumgalactic baryons in the low-redshift universe,1
multidimensional modelling of x-ray spectra for agn accretion-disk outflows ii,13
pseudospin anisotropy of trilayer semiconductor quantum hall ferromagnets,8
thermodynamics of multiferroic spin chains,0
phonon squeezing in a superconducting molecular transistor,8
growing galaxies via superbubbledriven accretion flows,9
after runaway: the transhill stage of planetesimal growth,11
configurational entropy of polydisperse supercooled liquids,17
glueball masses in u(1) lgt using the multilevel algorithm,16
detecting transits in sparsely sampled surveys,18
nuclear effects in proton decay,14
particles as superoscillations of spacetime with a nonlocal metric?,6
the supersuper exchange mechanism in iron-based antiperovskite chalco-halides,19
tunable electrical transport through annealed monolayers of monodisperse cobalt-platinum nanoparticles,19
mass-transport models with multiplechipping processes,17
relativistic and nonrelativistic equations of motion,6
boron monosulfide: equation of state and pressure-induced phase transition,19
ultrarelativistic spinning objects in nonlocal ghost-free gravity,6
